stat rdma operate:
phase
Type:rdma_send, src_node:0, src_port:0, dst_node:684, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:284, src_port:0, dst_node:968, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:285, src_port:0, dst_node:969, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:286, src_port:0, dst_node:970, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:287, src_port:0, dst_node:971, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:288, src_port:0, dst_node:972, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:289, src_port:0, dst_node:973, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:290, src_port:0, dst_node:974, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:291, src_port:0, dst_node:975, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:292, src_port:0, dst_node:976, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:293, src_port:0, dst_node:977, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:294, src_port:0, dst_node:978, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:295, src_port:0, dst_node:979, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:296, src_port:0, dst_node:980, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:297, src_port:0, dst_node:981, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:298, src_port:0, dst_node:982, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:299, src_port:0, dst_node:983, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:300, src_port:0, dst_node:984, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:301, src_port:0, dst_node:985, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:302, src_port:0, dst_node:986, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:303, src_port:0, dst_node:987, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:304, src_port:0, dst_node:988, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:305, src_port:0, dst_node:989, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:306, src_port:0, dst_node:990, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:307, src_port:0, dst_node:991, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:308, src_port:0, dst_node:992, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:309, src_port:0, dst_node:993, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:310, src_port:0, dst_node:994, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:311, src_port:0, dst_node:995, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:312, src_port:0, dst_node:996, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:313, src_port:0, dst_node:997, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:314, src_port:0, dst_node:998, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:315, src_port:0, dst_node:999, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:316, src_port:0, dst_node:1000, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:317, src_port:0, dst_node:1001, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:318, src_port:0, dst_node:1002, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:319, src_port:0, dst_node:1003, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:320, src_port:0, dst_node:1004, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:321, src_port:0, dst_node:1005, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:322, src_port:0, dst_node:1006, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:323, src_port:0, dst_node:1007, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:324, src_port:0, dst_node:1008, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:325, src_port:0, dst_node:1009, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:326, src_port:0, dst_node:1010, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:327, src_port:0, dst_node:1011, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:328, src_port:0, dst_node:1012, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:329, src_port:0, dst_node:1013, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:330, src_port:0, dst_node:1014, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:331, src_port:0, dst_node:1015, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:332, src_port:0, dst_node:1016, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:333, src_port:0, dst_node:1017, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:334, src_port:0, dst_node:1018, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:335, src_port:0, dst_node:1019, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:336, src_port:0, dst_node:1020, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:337, src_port:0, dst_node:1021, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:338, src_port:0, dst_node:1022, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:339, src_port:0, dst_node:1023, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:340, src_port:0, dst_node:1024, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:341, src_port:0, dst_node:1025, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:342, src_port:0, dst_node:1026, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:343, src_port:0, dst_node:1027, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:344, src_port:0, dst_node:1028, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:345, src_port:0, dst_node:1029, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:346, src_port:0, dst_node:1030, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:347, src_port:0, dst_node:1031, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:348, src_port:0, dst_node:1032, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:349, src_port:0, dst_node:1033, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:350, src_port:0, dst_node:1034, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:351, src_port:0, dst_node:1035, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:352, src_port:0, dst_node:1036, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:353, src_port:0, dst_node:1037, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:354, src_port:0, dst_node:1038, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:355, src_port:0, dst_node:1039, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:356, src_port:0, dst_node:1040, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:357, src_port:0, dst_node:1041, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:358, src_port:0, dst_node:1042, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:359, src_port:0, dst_node:1043, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:360, src_port:0, dst_node:1044, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:361, src_port:0, dst_node:1045, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:362, src_port:0, dst_node:1046, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:363, src_port:0, dst_node:1047, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:364, src_port:0, dst_node:1048, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:365, src_port:0, dst_node:1049, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:366, src_port:0, dst_node:1050, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:367, src_port:0, dst_node:1051, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:368, src_port:0, dst_node:1052, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:369, src_port:0, dst_node:1053, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:370, src_port:0, dst_node:1054, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:371, src_port:0, dst_node:1055, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:372, src_port:0, dst_node:1056, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:373, src_port:0, dst_node:1057, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:374, src_port:0, dst_node:1058, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:375, src_port:0, dst_node:1059, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:376, src_port:0, dst_node:1060, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:377, src_port:0, dst_node:1061, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:378, src_port:0, dst_node:1062, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:379, src_port:0, dst_node:1063, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:380, src_port:0, dst_node:1064, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:381, src_port:0, dst_node:1065, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:382, src_port:0, dst_node:1066, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:383, src_port:0, dst_node:1067, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:384, src_port:0, dst_node:1068, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:385, src_port:0, dst_node:1069, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:386, src_port:0, dst_node:1070, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:387, src_port:0, dst_node:1071, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:388, src_port:0, dst_node:1072, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:389, src_port:0, dst_node:1073, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:390, src_port:0, dst_node:1074, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:391, src_port:0, dst_node:1075, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:392, src_port:0, dst_node:1076, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:393, src_port:0, dst_node:1077, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:394, src_port:0, dst_node:1078, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:395, src_port:0, dst_node:1079, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:396, src_port:0, dst_node:1080, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:397, src_port:0, dst_node:1081, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:398, src_port:0, dst_node:1082, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:399, src_port:0, dst_node:1083, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:400, src_port:0, dst_node:1084, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:401, src_port:0, dst_node:1085, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:402, src_port:0, dst_node:1086, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:403, src_port:0, dst_node:1087, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:404, src_port:0, dst_node:1088, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:405, src_port:0, dst_node:1089, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:406, src_port:0, dst_node:1090, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:407, src_port:0, dst_node:1091, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:408, src_port:0, dst_node:1092, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:409, src_port:0, dst_node:1093, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:410, src_port:0, dst_node:1094, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:411, src_port:0, dst_node:1095, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:412, src_port:0, dst_node:1096, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:413, src_port:0, dst_node:1097, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:414, src_port:0, dst_node:1098, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:415, src_port:0, dst_node:1099, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:416, src_port:0, dst_node:1100, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:417, src_port:0, dst_node:1101, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:418, src_port:0, dst_node:1102, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:419, src_port:0, dst_node:1103, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:420, src_port:0, dst_node:1104, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:421, src_port:0, dst_node:1105, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:422, src_port:0, dst_node:1106, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:423, src_port:0, dst_node:1107, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:424, src_port:0, dst_node:1108, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:425, src_port:0, dst_node:1109, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:426, src_port:0, dst_node:1110, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:427, src_port:0, dst_node:1111, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:428, src_port:0, dst_node:1112, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:429, src_port:0, dst_node:1113, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:430, src_port:0, dst_node:1114, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:431, src_port:0, dst_node:1115, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:432, src_port:0, dst_node:1116, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:433, src_port:0, dst_node:1117, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:434, src_port:0, dst_node:1118, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:435, src_port:0, dst_node:1119, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:436, src_port:0, dst_node:1120, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:437, src_port:0, dst_node:1121, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:438, src_port:0, dst_node:1122, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:439, src_port:0, dst_node:1123, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:440, src_port:0, dst_node:1124, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:441, src_port:0, dst_node:1125, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:442, src_port:0, dst_node:1126, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:443, src_port:0, dst_node:1127, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:444, src_port:0, dst_node:1128, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:445, src_port:0, dst_node:1129, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:446, src_port:0, dst_node:1130, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:447, src_port:0, dst_node:1131, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:448, src_port:0, dst_node:1132, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:449, src_port:0, dst_node:1133, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:450, src_port:0, dst_node:1134, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:451, src_port:0, dst_node:1135, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:452, src_port:0, dst_node:1136, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:453, src_port:0, dst_node:1137, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:454, src_port:0, dst_node:1138, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:455, src_port:0, dst_node:1139, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:456, src_port:0, dst_node:1140, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:457, src_port:0, dst_node:1141, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:458, src_port:0, dst_node:1142, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:459, src_port:0, dst_node:1143, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:460, src_port:0, dst_node:1144, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:461, src_port:0, dst_node:1145, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:462, src_port:0, dst_node:1146, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:463, src_port:0, dst_node:1147, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:464, src_port:0, dst_node:1148, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:465, src_port:0, dst_node:1149, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:466, src_port:0, dst_node:1150, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:467, src_port:0, dst_node:1151, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:468, src_port:0, dst_node:1152, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:469, src_port:0, dst_node:1153, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:470, src_port:0, dst_node:1154, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:471, src_port:0, dst_node:1155, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:472, src_port:0, dst_node:1156, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:473, src_port:0, dst_node:1157, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:474, src_port:0, dst_node:1158, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:475, src_port:0, dst_node:1159, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:476, src_port:0, dst_node:1160, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:477, src_port:0, dst_node:1161, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:478, src_port:0, dst_node:1162, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:479, src_port:0, dst_node:1163, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:480, src_port:0, dst_node:1164, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:481, src_port:0, dst_node:1165, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:482, src_port:0, dst_node:1166, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:483, src_port:0, dst_node:1167, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:484, src_port:0, dst_node:1168, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:485, src_port:0, dst_node:1169, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:486, src_port:0, dst_node:1170, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:487, src_port:0, dst_node:1171, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:488, src_port:0, dst_node:1172, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:489, src_port:0, dst_node:1173, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:490, src_port:0, dst_node:1174, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:491, src_port:0, dst_node:1175, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:492, src_port:0, dst_node:1176, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:493, src_port:0, dst_node:1177, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:494, src_port:0, dst_node:1178, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:495, src_port:0, dst_node:1179, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:496, src_port:0, dst_node:1180, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:497, src_port:0, dst_node:1181, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:498, src_port:0, dst_node:1182, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:499, src_port:0, dst_node:1183, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:500, src_port:0, dst_node:1184, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:501, src_port:0, dst_node:1185, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:502, src_port:0, dst_node:1186, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:503, src_port:0, dst_node:1187, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:504, src_port:0, dst_node:1188, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:505, src_port:0, dst_node:1189, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:506, src_port:0, dst_node:1190, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:507, src_port:0, dst_node:1191, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:508, src_port:0, dst_node:1192, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:509, src_port:0, dst_node:1193, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:510, src_port:0, dst_node:1194, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:511, src_port:0, dst_node:1195, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:512, src_port:0, dst_node:1196, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:513, src_port:0, dst_node:1197, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:514, src_port:0, dst_node:1198, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:515, src_port:0, dst_node:1199, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:516, src_port:0, dst_node:1200, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:517, src_port:0, dst_node:1201, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:518, src_port:0, dst_node:1202, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:519, src_port:0, dst_node:1203, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:520, src_port:0, dst_node:1204, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:521, src_port:0, dst_node:1205, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:522, src_port:0, dst_node:1206, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:523, src_port:0, dst_node:1207, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:524, src_port:0, dst_node:1208, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:525, src_port:0, dst_node:1209, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:526, src_port:0, dst_node:1210, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:527, src_port:0, dst_node:1211, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:528, src_port:0, dst_node:1212, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:529, src_port:0, dst_node:1213, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:530, src_port:0, dst_node:1214, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:531, src_port:0, dst_node:1215, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:532, src_port:0, dst_node:1216, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:533, src_port:0, dst_node:1217, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:534, src_port:0, dst_node:1218, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:535, src_port:0, dst_node:1219, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:536, src_port:0, dst_node:1220, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:537, src_port:0, dst_node:1221, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:538, src_port:0, dst_node:1222, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:539, src_port:0, dst_node:1223, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:540, src_port:0, dst_node:1224, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:541, src_port:0, dst_node:1225, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:542, src_port:0, dst_node:1226, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:543, src_port:0, dst_node:1227, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:544, src_port:0, dst_node:1228, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:545, src_port:0, dst_node:1229, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:546, src_port:0, dst_node:1230, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:547, src_port:0, dst_node:1231, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:548, src_port:0, dst_node:1232, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:549, src_port:0, dst_node:1233, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:550, src_port:0, dst_node:1234, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:551, src_port:0, dst_node:1235, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:552, src_port:0, dst_node:1236, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:553, src_port:0, dst_node:1237, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:554, src_port:0, dst_node:1238, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:555, src_port:0, dst_node:1239, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:556, src_port:0, dst_node:1240, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:557, src_port:0, dst_node:1241, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:558, src_port:0, dst_node:1242, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:559, src_port:0, dst_node:1243, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:560, src_port:0, dst_node:1244, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:561, src_port:0, dst_node:1245, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:562, src_port:0, dst_node:1246, dst_port:0, priority:7, msg_len:8388608
